CompanyName,symbol,CIK,SIC,Email,NAICS,Sector,Address,Website,Industry,Telephone,Facsimile,Fiscal Year End,Business Description,Market
Aquila Resources Inc.,AQA,,"
3599 ",lnagy@aquilaresources.com,All Other Nonmetallic Mineral Mining(212399),Basic Materials,"141 Adelaide Street West, 	Suite 520, 	Toronto, ON, CAN, M5H 3L5	",https://www.aquilaresources.com,Metals & Mining,+1 647 943-5672,,"
	12/2018","Aquila Resources Inc. is in the business of exploring for and developing mineral properties. The company operates in two geographical areas, the United States and Canada. The company operates in the acquisition and exploration of minerals segment. The company's flagship the Back Forty is a development stage project delineating a zinc and gold-rich volcanogenic sulfide deposit located in Michigan's Upper Peninsula. The bend and the reef projects are also being controlled by the company. Majority of the assets are located in the United States.",TSX
Algonquin Power & Utilities Corp.,AQN,1174169,"
4911 ",,Other Electric Power Generation(221118),Utilities,"354 Davis Road, 		Oakville, ON, CAN, L6J 2X1	",http://www.algonquinpower.com,Utilities - Independent Power Producers,+1 905 465-4500,+1 905 465-4514,"
	12/2018","Algonquin Power & Utilities Corp is a North American generation, transmission, and distribution utility. Within its distribution group, Algonquin owns and operates regulated water, natural gas, and electricity distribution utilities in the United States. Most of the company's revenue is derived from this division and, in turn, most of this division's revenue comes from its distribution of natural gas. In its generation group, Algonquin sells electricity produced by its energy facilities, including hydroelectric, wind, solar, and thermal power plants. Algonquin's wind farms account for most of its generation revenue. Finally, the company's transmission group focuses on building and investing in natural gas pipelines and electric transmission systems.",TSX
Alignvest Acquisition II Corporation,AQY.A,,"
7031 ",,Investment Advice(523930),Financial Services,"100 King Street West, 	Suite 7050, 	Toronto, ON, CAN, M5X 1C7	",https://www.alignvest.com,Asset Management,+1 416 360-8248,+1 866 360-6009,"
	03/2018",Alignvest Acquisition II Corp is a special purpose acquisition corporation.,TSX
Argonaut Gold Inc.,AR,1348909,"
",,Gold Ore Mining(212221),Basic Materials,"9600 Prototype Court, 		Reno, NV, USA, 89521	",http://www.argonautgold.com,Metals & Mining,+1 416 915-3107,+1 775 284-4426,"
	12/2018","Argonaut Gold Inc is a Canadian gold company engaged in the exploration, mine development and production activities in North America. The company operates in the mining industry and its principal product is gold. It operates various projects namely El Castillo, La Colorada and San Antonio which are located in Mexico and Magino project located in the region of Canada. The group's revenue is generated from the sale of product originating from Mexico.",TSX
Aecon Group Inc.,ARE,1309167,"
4129 ",aecon@aecon.com,Other Heavy and Civil Engineering Construction(237990),Industrials,"20 Carlson Court, 	Suite 800, 	Toronto, ON, CAN, M9W 7K6	",http://www.aecon.com,Engineering & Construction,+1 416 297-2600,+1 416 940-2290,"
	12/2018","Aecon Group Inc is a Canada-based company that operates in three major segments: Infrastructure, Industrial and Concessions. The infrastructure segment encompasses various aspects of the construction of public and private infrastructure projects. Its concessions segment is primarily engaged in development, financing, construction, and operation of infrastructure projects. The Industrial segment provides services to the energy and mining markets. It generates maximum revenue from the Industrial segment. Geographically, it derived maximum revenue from Canada.",TSX
Amerigo Resources Ltd.,ARG,1252095,"
",questions@amerigoresources.com,"Copper, Nickel, Lead and Zinc Ore Mining(212230)",Basic Materials,"355 Burrard Street, The Marine Building, 	Suite 1260, 	Vancouver, BC, CAN, V6C 2G8	",http://www.amerigoresources.com,Metals & Mining,+1 604 697-6200,+1 604 682-2802,"
	12/2018","Amerigo Resources Ltd is principally engaged in the production of copper and molybdenum concentrates through its operating subsidiary Minera Valle Central S.A. The group operates in one segment, the production of copper concentrates. The company geographically operates in Chile and Canada and earns most of its revenue from Chile.",TSX
ARC Resources Ltd.,ARX,1029509,"
",ir@arcresources.com,Crude Petroleum Extraction(211120),Energy,"308 - 4th Avenue SW, 	Suite 1200, 	Calgary, AB, CAN, T2P 0H7	",http://www.arcresources.com,Oil & Gas - E&P,+1 403 503-8600,+1 403 509-6427,"
	12/2018","ARC Resources is an independent energy company engaged in the acquisition, exploration, development, and production of conventional oil and natural gas in Western Canada. The company produces light, medium, and heavy crude, condensate, NGLs, and natural gas. Production averaged 132.7 thousand barrels of oil equivalent per day in 2018, and the company estimates that it holds approximately 879 million boe of proven and probable crude oil and natural gas reserves.",TSX
Avino Silver & Gold Mines Ltd.,ASM,316888,"
",ir@avino.com,Silver Ore Mining(212222),Basic Materials,"570 Granville Street, 	Suite 900, 	Vancouver, BC, CAN, V6C 3P1	",http://www.avino.com,Metals & Mining,+1 604 682-3701,+1 604 682-3600,"
	12/2018","Avino Silver & Gold Mines Ltd is a Canada-based mineral resource company. It is engaged in the exploration, extraction, and processing of silver, gold, and copper. The company holds interests in mineral properties located in Durango, Mexico, as well as in British Columbia and the Yukon, Canada. It extracts resources and processes a bulk concentrate at the San Gonzalo Mine and a copper concentrate from the Avino Mine. It generates most of its revenues through the sale of silver produced from its mines.",TSX
Ascendant Resources Inc.,ASND,,"
",cwatt@bed-rock.com,All Other Nonmetallic Mineral Mining(212399),Basic Materials,"79 Wellington Street West, 	Suite 2100, P.O. Box 139, 	Toronto, ON, CAN, M5K 1H1	",http://www.ascendantresources.com,Metals & Mining,+1 647 796-0066,+1 647 796-0067,"
	12/2018","Ascendant Resources Inc is a mining company. The company is engaged in evaluating resource opportunities. It is focused on its own producing El Mochito zinc, silver and lead mine. The El Mochito mine is located in north-western Honduras. The underground operation takes advantage of selective and bulk underground mining methods to mine multiple flat lying manto deposits and high-grade vertical chimneys, producing zinc and lead concentrates with silver credits.",TSX
Avesoro Resources Inc.,ASO,,"
",,Gold Ore Mining(212221),Basic Materials,"200 Bay Street, Royal Bank Plaza, 	Suite 3800, South Tower, 	Toronto, ON, CAN, M5J 2Z4	",https://www.avesoro.com,Metals & Mining,,,"
	12/2018","Avesoro Resources Inc is engaged in the exploration and development of gold assets in West Africa, specifically the New Liberty Gold Mine in Liberia. Commercial production at New Liberty. The company's exploration assets are The New Liberty Gold Mine and Ndablama Gold Project located in Liberia, the Youga and Balogo Gold Mines located in Burkina Faso. The operating segments of the company include New Liberty operations, Burkina operations, Exploration, and Corporate.",TSX
Acerus Pharmaceuticals Corporation,ASP,,"
3741 ",IR@aceruspharma.com,Pharmaceutical Preparation Manufacturing(325412),Healthcare,"2486 Dunwin Drive, 		Mississauga, ON, CAN, L5L 1J9	",http://www.aceruspharma.com,Drug Manufacturers,+1 416 679-0771,+1 905 569-1809,"
	12/2018","Acerus Pharmaceuticals Corp is a Canada-based specialty pharmaceutical company. Principally, it is engaged in the development, manufacture, marketing, and distribution of branded products in men's and women's health. The company markets its product under brand ESTRACE, NATESTO, GYNOFLOR and TEFINA. The ESTRACE brand markets in Canada and is for the symptomatic relief of menopausal symptoms. Its NATESTO is a licensed nasal gel technology for replacement therapy in adult males diagnosed with hypogonadism. GYNOFLOR offers ultra-low dose vaginal estrogen therapy. Its TEFINA brand product is a low-dose nasal testosterone gel treatment in development for female sexual dysfunction.",TSX
Alacer Gold Corp.,ASR,1060883,"
",info@alacergold.com,Gold Ore Mining(212221),Basic Materials,"7001 East Belleview Avenue, 	Suite 800, 	Denver, CO, USA, 80237	",http://www.alacergold.com,Metals & Mining,+1 303 292-1299,+1 303 297-0538,"
	12/2018","Alacer Gold Corp is a gold mining company. The group operates in one reportable operating segment consisting of mining, development, and exploration of mineral deposits in Turkey. It is focused on two parts of exploration: the Copler District and Turkey Regional. Geographically, it generates maximum revenue from Turkey business unit.",TSX
ATS Automation Tooling Systems Inc.,ATA,1394832,"
3199 ",info@atsautomation.com,All Other Miscellaneous General Purpose Machinery Manufacturing(333999),Industrials,"730 Fountain Street North, 	Building No 2, 	Cambridge, ON, CAN, N3H 4R7	",http://www.atsautomation.com,Industrial Products,+1 519 653-6500,+1 519 650-6545,"
	03/2019","ATS Automation Tooling Systems Inc is a Canada-based company that provides automation systems. The company designs and builds customized automated manufacturing and testing systems for customers, and provides pre- and post-automation services. The company's products comprise conveyor systems, automated electrified monorails, tray handlers, laser systems, and other hardware and software products. The company also provides pre-automation solutions, including strategic direction and planning services, as well as aftermarket support. The company's clients primarily come from the life sciences, transportation, consumer products and electronics, and energy sectors. The company generates the majority of its sales from the North American and European markets.",TSX
Alimentation Couche-Tard Inc.,ATD.A,1081825,"
6012 ",investor.relations@couche-tard.com,Convenience Stores(445120),Consumer Defensive,"4204 Boulevard Industriel, 	Services administratifs, 	Laval, QC, CAN, H7L 0E3	",http://www.couche-tard.com,Retail - Defensive,+1 450 662-3272,+1 450 662-6633,"
	04/2018","Alimentation Couche-Tard Inc operates a network of convenience stores across North America, Ireland, Scandinavia, Poland, the Baltics, and Russia. The company primarily generates income through the sale of tobacco products, groceries, beverages, fresh food, quick service restaurants, car wash services, other retail products and services, road transportation fuel, stationary energy, marine fuel, and chemicals. In addition, the company operates more stores under the Circle K banner in other countries such as China, Egypt, and Malaysia. Its operation is geographically divided into U.S., Europe, and Canada. Revenue from external customers fall mainly into three categories: merchandise and services, road transportation fuel, and other.",TSX
Athabasca Oil Corporation,ATH,,"
",info@atha.com,Crude Petroleum Extraction(211120),Energy,"215 - 9th Avenue SW, 	Suite 1200, 	Calgary, AB, CAN, T2P 1K3	",http://www.atha.com,Oil & Gas - E&P,+1 403 237-8227,+1 403 264-4640,"
	12/2018","Athabasca Oil Corp is a Canadian energy company which is focused on the exploration, development, and production of light oil and liquids-rich natural gas. The company organizes its business under two operational segments, Light Oil and Thermal Oil. Its operations are spread across the regions in northwestern Alberta, Canada. It also engages in recovering bitumen from oil sands in northeastern Alberta. The principal properties of the firm include Kaybob and Placid asset areas located in northwestern Alberta and Hangingstone asset. It generates most of its revenues from the sale of petroleum and natural gas.",TSX
